location_raw;Fuente de ingreso: salario;Fuente de ingreso: pensiones;Fuente de ingreso: prestaciones por desempleo;Fuente de ingreso: otras prestaciones;Fuente de ingreso: otros ingresos
4516301004 Sonseca sección 01004;6157;2149;342;511;681
4516302 Sonseca distrito 02;7001;2126;313;377;995
4516302001 Sonseca sección 02001;8621;1750;309;389;989
4516302002 Sonseca sección 02002;5220;3013;278;359;1410
4516302003 Sonseca sección 02003;6815;2658;324;394;888
4516302004 Sonseca sección 02004;6495;1608;328;362;854
22223 Sopeira;;;;;
2222301 Sopeira distrito 01;;;;;
2222301001 Sopeira sección 01001;;;;;
48085 Sopela;14025,5;;;1187,4;2362,5
4808501 Sopela distrito 01;14025,5;;;1187,4;2362,5
4808501001 Sopela sección 01001;12850,6;;;1187,4;2380,6
4808501002 Sopela sección 01002;11916,7;;;1187,4;1559
4808501003 Sopela sección 01003;12940,8;;;1187,4;1842
4808501004 Sopela sección 01004;11201;;;1187,4;1776,7
4808501005 Sopela sección 01005;15667;;;1187,4;2924,3
4808501006 Sopela sección 01006;13262,6;;;1187,4;1918,3
4808501007 Sopela sección 01007;18998,8;;;1187,4;3804,4
18176 Soportújar;6117;3795;392;868;1676
1817601 Soportújar distrito 01;6117;3795;392;868;1676
1817601001 Soportújar sección 01001;6117;3795;392;868;1676
48086 Sopuerta;10209,2;;;1187,4;1969
4808601 Sopuerta distrito 01;10209,2;;;1187,4;1969
4808601001 Sopuerta sección 01001;10307;;;1187,4;2214,2
4808601002 Sopuerta sección 01002;10112,4;;;1187,4;1726,2
08272 Sora;7667;2887;149;691;3155
0827201 Sora distrito 01;7667;2887;149;691;3155
0827201001 Sora sección 01001;7667;2887;149;691;3155
20065 Soraluze-Placencia de las Armas;9900,2;;;1187,4;1491,9
2006501 Soraluze-Placencia de las Armas distrito 01;9318,3;;;1187,4;1682,4
2006501001 Soraluze-Placencia de las Armas sección 01001;10323,8;;;1187,4;1928
2006501002 Soraluze-Placencia de las Armas sección 01002;8070,3;;;1187,4;1377,6
2006502 Soraluze-Placencia de las Armas distrito 02;10776,7;;;1187,4;1205
2006502001 Soraluze-Placencia de las Armas sección 02001;10776,7;;;1187,4;1205
04086 Sorbas;4354;3001;374;555;1171
0408601 Sorbas distrito 01;4961;2517;385;548;1140
0408601001 Sorbas sección 01001;4961;2517;385;548;1140
0408602 Sorbas distrito 02;3097;4004;351;571;1235
0408602001 Sorbas sección 02001;3097;4004;351;571;1235
09368 Sordillos;;;;;
0936801 Sordillos distrito 01;;;;;
0936801001 Sordillos sección 01001;;;;;
42173 Soria;10053;3700;201;447;1742
4217301 Soria distrito 01;9266;3554;208;407;1366
4217301001 Soria sección 01001;9587;3516;166;490;1292
4217301002 Soria sección 01002;9414;3488;225;304;1168
4217301003 Soria sección 01003;9301;4731;130;488;2398
4217301004 Soria sección 01004;8082;4584;297;504;1631
4217301005 Soria sección 01005;7918;4158;227;414;1193
4217301006 Soria sección 01006;10362;2853;204;331;1134
4217301007 Soria sección 01007;9018;3061;203;453;1464
4217301008 Soria sección 01008;10730;2057;194;248;866
4217302 Soria distrito 02;10305;3971;195;458;2001
4217302001 Soria sección 02001;7822;5427;268;467;2701
4217302002 Soria sección 02002;8824;7968;181;603;4323
4217302003 Soria sección 02003;8447;5743;156;526;2675
4217302004 Soria sección 02004;11033;3433;259;438;3289
4217302005 Soria sección 02005;11426;5074;123;470;2236
4217302006 Soria sección 02006;10024;3504;200;495;1084
4217302007 Soria sección 02007;12512;3733;149;383;2591
4217302008 Soria sección 02008;8628;4764;188;472;1589
4217302009 Soria sección 02009;9215;3813;189;517;1144
4217302010 Soria sección 02010;8784;4143;208;380;995
4217302011 Soria sección 02011;8839;1939;282;384;658
4217302012 Soria sección 02012;11135;4550;155;429;2630
4217302013 Soria sección 02013;11778;3495;148;322;1598
4217302014 Soria sección 02014;12720;1170;218;560;1204
4217303 Soria distrito 03;10826;2868;208;490;1514
4217303001 Soria sección 03001;9142;3107;269;439;857
4217303002 Soria sección 03002;8633;2977;193;630;931
4217303003 Soria sección 03003;13085;2666;181;437;2237
25208 Soriguera;7982;1986;276;714;2393
2520801 Soriguera distrito 01;7982;1986;276;714;2393
2520801001 Soriguera sección 01001;7982;1986;276;714;2393
37312 Sorihuela;5481;3336;198;662;1680
3731201 Sorihuela distrito 01;5481;3336;198;662;1680
3731201001 Sorihuela sección 01001;5481;3336;198;662;1680
23084 Sorihuela del Guadalimar;4025;2242;684;703;827
2308401 Sorihuela del Guadalimar distrito 01;4025;2242;684;703;827
2308401001 Sorihuela del Guadalimar sección 01001;4025;2242;684;703;827
31225 Sorlada;;;;;
3122501 Sorlada distrito 01;;;;;
3122501001 Sorlada sección 01001;;;;;
25209 Sort;8670;2897;332;582;2385
2520901 Sort distrito 01;8670;2897;332;582;2385
2520901001 Sort sección 01001;8670;2897;332;582;2385
18177 Sorvilán;2721;2467;562;761;1626
1817701 Sorvilán distrito 01;2721;2467;562;761;1626
1817701001 Sorvilán sección 01001;2721;2467;562;761;1626
26144 Sorzano;7939;4237;265;366;2741
2614401 Sorzano distrito 01;7939;4237;265;366;2741
2614401001 Sorzano sección 01001;7939;4237;265;366;2741
50248 Sos del Rey Católico;7712;4042;138;472;3171
5024801 Sos del Rey Católico distrito 01;7712;4042;138;472;3171
5024801001 Sos del Rey Católico sección 01001;7712;4042;138;472;3171
25210 Soses;7725;2363;362;495;2934
2521001 Soses distrito 01;7725;2363;362;495;2934
2521001001 Soses sección 01001;7725;2363;362;495;2934
46234 Sot de Chera;8111;3199;449;778;920
4623401 Sot de Chera distrito 01;8111;3199;449;778;920
4623401001 Sot de Chera sección 01001;8111;3199;449;778;920
12107 Sot de Ferrer;7395;3631;211;459;1512
1210701 Sot de Ferrer distrito 01;7395;3631;211;459;1512
1210701001 Sot de Ferrer sección 01001;7395;3631;211;459;1512
05239 Sotalbo;6432;3780;313;365;1313
0523901 Sotalbo distrito 01;6432;3780;313;365;1313
0523901001 Sotalbo sección 01001;6432;3780;313;365;1313
26145 Sotés;7862;3264;163;447;3929
2614501 Sotés distrito 01;7862;3264;163;447;3929
2614501001 Sotés sección 01001;7862;3264;163;447;3929
40198 Sotillo;;;;;
4019801 Sotillo distrito 01;;;;;
4019801001 Sotillo sección 01001;;;;;
05240 Sotillo de la Adrada;5306;2270;277;549;1158
0524001 Sotillo de la Adrada distrito 01;5660;2331;276;616;1179
0524001001 Sotillo de la Adrada sección 01001;5660;2331;276;616;1179
0524002 Sotillo de la Adrada distrito 02;4961;2211;277;483;1137
0524002001 Sotillo de la Adrada sección 02001;4961;2211;277;483;1137
09369 Sotillo de la Ribera;7373;4459;282;424;2188
0936901 Sotillo de la Ribera distrito 01;7373;4459;282;424;2188
0936901001 Sotillo de la Ribera sección 01001;7373;4459;282;424;2188
45164 Sotillo de las Palomas;4006;4916;318;594;922
4516401 Sotillo de las Palomas distrito 01;4006;4916;318;594;922
4516401001 Sotillo de las Palomas sección 01001;4006;4916;318;594;922
42174 Sotillo del Rincón;8218;5644;252;282;2453
4217401 Sotillo del Rincón distrito 01;8218;5644;252;282;2453
4217401001 Sotillo del Rincón sección 01001;8218;5644;252;282;2453
19260 Sotillo, El;;;;;
1926001 Sotillo, El distrito 01;;;;;
1926001001 Sotillo, El sección 01001;;;;;
34177 Soto de Cerrato;7153;3335;332;196;2071
3417701 Soto de Cerrato distrito 01;7153;3335;332;196;2071
3417701001 Soto de Cerrato sección 01001;7153;3335;332;196;2071
24166 Soto de la Vega;5223;4032;266;832;1805
2416601 Soto de la Vega distrito 01;5223;4032;266;832;1805
2416601001 Soto de la Vega sección 01001;5223;4032;266;832;1805
33069 Soto del Barco;7768;4688;257;857;1161
3306901 Soto del Barco distrito 01;7768;4688;257;857;1161
3306901001 Soto del Barco sección 01001;7922;3960;217;806;939
3306901002 Soto del Barco sección 01002;6978;4709;296;925;1345
3306901004 Soto del Barco sección 01004;9295;5211;245;703;1134
3306901005 Soto del Barco sección 01005;7481;5208;270;941;1250
28144 Soto del Real;13175;3146;216;452;2385
2814401 Soto del Real distrito 01;13175;3146;216;452;2385
2814401001 Soto del Real sección 01001;10501;2406;203;402;1667
2814401002 Soto del Real sección 01002;13908;2532;200;465;2634
2814401003 Soto del Real sección 01003;14793;3650;215;543;2086
2814401004 Soto del Real sección 01004;14174;3996;246;408;3346
26146 Soto en Cameros;;;;;
2614601 Soto en Cameros distrito 01;;;;;
2614601001 Soto en Cameros sección 01001;;;;;
24167 Soto y Amío;6283;4965;310;780;1266
2416701 Soto y Amío distrito 01;6283;4965;310;780;1266
2416701001 Soto y Amío sección 01001;6283;4965;310;780;1266
34176 Sotobañado y Priorato;4985;2971;270;954;3154
3417601 Sotobañado y Priorato distrito 01;4985;2971;270;954;3154
3417601001 Sotobañado y Priorato sección 01001;4985;2971;270;954;3154
19261 Sotodosos;;;;;
1926101 Sotodosos distrito 01;;;;;
1926101001 Sotodosos sección 01001;;;;;
22904 Sotonera, La;8550;4774;170;520;3560
2290401 Sotonera, La distrito 01;8550;4774;170;520;3560
2290401001 Sotonera, La sección 01001;8550;4774;170;520;3560
16909 Sotorribas;6843;3838;173;591;1833
1690901 Sotorribas distrito 01;6843;3838;173;591;1833
1690901001 Sotorribas sección 01001;6843;3838;173;591;1833
40199 Sotosalbos;9376;3881;176;258;2856
4019901 Sotosalbos distrito 01;9376;3881;176;258;2856
4019901001 Sotosalbos sección 01001;9376;3881;176;258;2856
37313 Sotoserrano;5183;3675;294;430;1087
3731301 Sotoserrano distrito 01;5183;3675;294;430;1087
3731301001 Sotoserrano sección 01001;5183;3675;294;430;1087
09372 Sotragero;12519;1885;177;304;2002
0937201 Sotragero distrito 01;12519;1885;177;304;2002
0937201001 Sotragero sección 01001;12519;1885;177;304;2002
09373 Sotresgudo;5576;4433;114;389;3558
0937301 Sotresgudo distrito 01;5576;4433;114;389;3558
0937301001 Sotresgudo sección 01001;5576;4433;114;389;3558
36053 Soutomaior;7279;2824;307;466;1011
3605301 Soutomaior distrito 01;6336;3587;342;521;929
3605301001 Soutomaior sección 01001;6550;3463;321;441;893
3605301002 Soutomaior sección 01002;6120;3711;363;602;966
3605302 Soutomaior distrito 02;7685;2496;292;442;1047
3605302001 Soutomaior sección 02001;7186;2762;288;404;949
3605302002 Soutomaior sección 02002;7942;2636;283;450;1247
3605302003 Soutomaior sección 02003;8078;2047;304;482;993
39085 Suances;8279;3118;266;584;1777
3908501 Suances distrito 01;7849;3188;273;578;1820
3908501001 Suances sección 01001;7332;3223;276;610;1125
3908501002 Suances sección 01002;8378;3950;280;577;3095
3908501003 Suances sección 01003;7987;2602;266;546;1601
3908502 Suances distrito 02;8863;3023;255;593;1718
3908502001 Suances sección 02001;9084;2915;270;618;1675
3908502002 Suances sección 02002;8570;3166;235;559;1776
08273 Subirats;10284;2898;215;513;2266
0827301 Subirats distrito 01;10284;2898;215;513;2266
0827301001 Subirats sección 01001;10322;3210;161;581;2312
0827301002 Subirats sección 01002;9710;2737;294;532;2430
0827301003 Subirats sección 01003;11202;2854;138;411;1946
25211 Sudanell;9354;2805;160;531;2593
2521101 Sudanell distrito 01;9354;2805;160;531;2593
2521101001 Sudanell sección 01001;9354;2805;160;531;2593
46235 Sueca;7902;2703;284;549;1605
4623501 Sueca distrito 01;8215;2751;261;572;1940
4623501001 Sueca sección 01001;10049;2582;197;613;2281
4623501002 Sueca sección 01002;8340;2908;246;548;2023
4623501003 Sueca sección 01003;6360;2399;383;495;861
4623501004 Sueca sección 01004;7515;2990;259;600;2198
4623502 Sueca distrito 02;7987;2684;277;556;1667
4623502001 Sueca sección 02001;6771;3527;268;618;1938
4623502002 Sueca sección 02002;7325;2632;298;510;1393
4623502003 Sueca sección 02003;9279;1606;251;582;1441
4623502004 Sueca sección 02004;8122;4034;299;516;2371
4623503 Sueca distrito 03;6739;2673;314;482;1047
4623503001 Sueca sección 03001;6641;3805;225;527;2007
4623503002 Sueca sección 03002;6302;3133;282;504;833
4623503003 Sueca sección 03003;6386;1962;416;449;648
4623503004 Sueca sección 03004;7226;2257;309;466;743
4623504 Sueca distrito 04;8544;2698;289;580;1686
4623504001 Sueca sección 04001;7380;3748;234;672;2524
4623504002 Sueca sección 04002;8064;3742;297;638;3216
4623504003 Sueca sección 04003;8753;2264;270;572;1460
4623504004 Sueca sección 04004;9085;2209;333;521;896
42175 Suellacabras;;;;;
4217501 Suellacabras distrito 01;;;;;
4217501001 Suellacabras sección 01001;;;;;
12108 Sueras/Suera;8145;3517;316;442;1303
1210801 Sueras/Suera distrito 01;8145;3517;316;442;1303
1210801001 Sueras/Suera sección 01001;8145;3517;316;442;1303
04087 Suflí;5100;2805;312;774;1671
0408701 Suflí distrito 01;5100;2805;312;774;1671
0408701001 Suflí sección 01001;5100;2805;312;774;1671
48076 Sukarrieta;11789,2;;;1187,4;5447,4
4807601 Sukarrieta distrito 01;11789,2;;;1187,4;5447,4
4807601001 Sukarrieta sección 01001;11789,2;;;1187,4;5447,4
46236 Sumacàrcer;6553;3078;383;585;1124
4623601 Sumacàrcer distrito 01;6553;3078;383;585;1124
4623601001 Sumacàrcer sección 01001;6553;3078;383;585;1124
31226 Sunbilla;;;;;
3122601 Sunbilla distrito 01;;;;;
3122601001 Sunbilla sección 01001;;;;;
25212 Sunyer;7430;1885;212;411;3548
2521201 Sunyer distrito 01;7430;1885;212;411;3548
2521201001 Sunyer sección 01001;7430;1885;212;411;3548
08274 Súria;9846;4993;224;864;986
0827401 Súria distrito 01;9846;4993;224;864;986
0827401001 Súria sección 01001;10199;4515;184;656;1360
0827401002 Súria sección 01002;8093;4587;277;990;546
0827401004 Súria sección 01004;10580;5143;223;849;875
0827401005 Súria sección 01005;9540;5971;253;1158;861
09374 Susinos del Páramo;15160;4482;71;352;2205
0937401 Susinos del Páramo distrito 01;15160;4482;71;352;2205
0937401001 Susinos del Páramo sección 01001;15160;4482;71;352;2205
17194 Susqueda;9362;2909;481;385;2923
1719401 Susqueda distrito 01;9362;2909;481;385;2923
1719401001 Susqueda sección 01001;9362;2909;481;385;2923
34178 Tabanera de Cerrato;5424;2653;457;477;4712
3417801 Tabanera de Cerrato distrito 01;5424;2653;457;477;4712
3417801001 Tabanera de Cerrato sección 01001;5424;2653;457;477;4712
34179 Tabanera de Valdavia;;;;;
3417901 Tabanera de Valdavia distrito 01;;;;;
3417901001 Tabanera de Valdavia sección 01001;;;;;
40200 Tabanera la Luenga;;;;;
4020001 Tabanera la Luenga distrito 01;;;;;
4020001001 Tabanera la Luenga sección 01001;;;;;
49214 Tábara;5814;4376;171;531;1693
4921401 Tábara distrito 01;5814;4376;171;531;1693
4921401001 Tábara sección 01001;5814;4376;171;531;1693
37314 Tabera de Abajo;8867;3490;71;188;9409
3731401 Tabera de Abajo distrito 01;8867;3490;71;188;9409
3731401001 Tabera de Abajo sección 01001;8867;3490;71;188;9409
04088 Tabernas;5048;2312;585;514;799
0408801 Tabernas distrito 01;4905;2776;523;546;853
0408801001 Tabernas sección 01001;4905;2776;523;546;853
0408802 Tabernas distrito 02;5200;1821;651;480;742
0408802001 Tabernas sección 02001;5200;1821;651;480;742
04089 Taberno;4710;3091;340;458;1195
0408901 Taberno distrito 01;4710;3091;340;458;1195
0408901001 Taberno sección 01001;4710;3091;340;458;1195
27060 Taboada;4503;4657;156;556;1564
2706001 Taboada distrito 01;4503;4657;156;556;1564
2706001001 Taboada sección 01001;5863;4991;125;560;1930
2706001002 Taboada sección 01002;3847;4819;195;560;1145
2706001003 Taboada sección 01003;3811;4260;154;550;1549
32079 Taboadela;6224;4455;218;513;1100
3207901 Taboadela distrito 01;6224;4455;218;513;1100
3207901001 Taboadela sección 01001;6455;4520;214;635;1328
3207901002 Taboadela sección 01002;6000;4391;221;395;878
50249 Tabuenca;6200;4295;129;374;2247
5024901 Tabuenca distrito 01;6200;4295;129;374;2247
5024901001 Tabuenca sección 01001;6200;4295;129;374;2247
38043 Tacoronte;8168;2323;344;388;1591
3804301 Tacoronte distrito 01;8168;2323;344;388;1591
3804301001 Tacoronte sección 01001;8013;2468;337;437;1840
3804301002 Tacoronte sección 01002;8116;2887;270;368;2975
3804301003 Tacoronte sección 01003;8459;2271;281;421;1726
3804301004 Tacoronte sección 01004;5028;2665;373;394;503
3804301005 Tacoronte sección 01005;10162;2730;316;372;2539
3804301006 Tacoronte sección 01006;7942;2682;233;317;1131
3804301007 Tacoronte sección 01007;6891;1876;430;417;833
3804301008 Tacoronte sección 01008;8570;2682;315;372;1748
3804301009 Tacoronte sección 01009;7707;1708;437;382;1721
3804301010 Tacoronte sección 01010;10347;2059;272;372;2087
3804301011 Tacoronte sección 01011;8912;2203;311;314;1143
3804301012 Tacoronte sección 01012;5909;2398;412;430;674
3804301013 Tacoronte sección 01013;6241;2150;427;450;1107
3804301014 Tacoronte sección 01014;11662;2396;264;497;1785
3804301015 Tacoronte sección 01015;8359;2081;415;274;1755
31227 Tafalla;7384,2;3430;228,4;423,1;1511,9
3122701 Tafalla distrito 01;7337,9;3529,2;204,7;418,5;1629,5
3122701001 Tafalla sección 01001;;;;;
3122701002 Tafalla sección 01002;8046;3371,7;145,2;457,9;1940,7
3122701003 Tafalla sección 01003;6555;3390,3;282;406,6;1117,6
3122702 Tafalla distrito 02;7426,9;3344,5;248,1;425,5;1410,1
3122702001 Tafalla sección 02001;;;;;
3122702002 Tafalla sección 02002;;;;;
3122702003 Tafalla sección 02003;;;;;
3122702004 Tafalla sección 02004;;;;;
08276 Tagamanent;9287;3537;356;540;3020
0827601 Tagamanent distrito 01;9287;3537;356;540;3020
0827601001 Tagamanent sección 01001;9287;3537;356;540;3020
18901 Taha, La;4186;3256;466;603;1741
1890101 Taha, La distrito 01;4186;3256;466;603;1741
1890101001 Taha, La sección 01001;4186;3256;466;603;1741
04090 Tahal;6711;3300;435;456;1265
0409001 Tahal distrito 01;6711;3300;435;456;1265
0409001001 Tahal sección 01001;6711;3300;435;456;1265
42176 Tajahuerce;;;;;
4217601 Tajahuerce distrito 01;;;;;
4217601001 Tajahuerce sección 01001;;;;;
42177 Tajueco;;;;;
4217701 Tajueco distrito 01;;;;;
4217701001 Tajueco sección 01001;;;;;
37315 Tala, La;;;;;
3731501 Tala, La distrito 01;;;;;
3731501001 Tala, La sección 01001;;;;;
08277 Talamanca;9806;5450;472;626;1829
0827701 Talamanca distrito 01;9806;5450;472;626;1829
0827701001 Talamanca sección 01001;9806;5450;472;626;1829
28145 Talamanca de Jarama;10167;1753;299;409;1315
2814501 Talamanca de Jarama distrito 01;10167;1753;299;409;1315
2814501001 Talamanca de Jarama sección 01001;10943;1781;267;394;1503
2814501002 Talamanca de Jarama sección 01002;9533;1731;324;421;1162
50250 Talamantes;;;;;
5025001 Talamantes distrito 01;;;;;
5025001001 Talamantes sección 01001;;;;;
25215 Talarn;8225;4107;173;736;2428
2521501 Talarn distrito 01;8225;4107;173;736;2428
2521501001 Talarn sección 01001;8225;4107;173;736;2428
06127 Talarrubias;5209;2690;378;669;1211
0612701 Talarrubias distrito 01;5209;2690;378;669;1211
0612701001 Talarrubias sección 01001;4482;3516;326;778;1366
0612701002 Talarrubias sección 01002;4777;3385;237;820;1404
0612701003 Talarrubias sección 01003;6082;1545;523;472;948
10178 Talaván;3909;3434;408;585;1030
1017801 Talaván distrito 01;3909;3434;408;585;1030
1017801001 Talaván sección 01001;3909;3434;408;585;1030
25216 Talavera;7782;3476;188;286;5879
2521601 Talavera distrito 01;7782;3476;188;286;5879
2521601001 Talavera sección 01001;7782;3476;188;286;5879
45165 Talavera de la Reina;6631;2467;336;481;1095
4516501 Talavera de la Reina distrito 01;6458;1771;376;471;719
4516501001 Talavera de la Reina sección 01001;7239;2220;370;464;925
4516501002 Talavera de la Reina sección 01002;6830;1856;386;416;558
4516501003 Talavera de la Reina sección 01003;5568;1727;413;565;591
4516501004 Talavera de la Reina sección 01004;4507;1643;362;421;583
4516501005 Talavera de la Reina sección 01005;5574;1979;407;501;520
4516501006 Talavera de la Reina sección 01006;6886;2265;324;529;1355
4516501007 Talavera de la Reina sección 01007;4408;1762;410;416;428
4516501008 Talavera de la Reina sección 01008;9440;799;341;490;799
4516502 Talavera de la Reina distrito 02;7823;3272;266;504;1704
4516502001 Talavera de la Reina sección 02001;6363;2965;353;427;1285
4516502002 Talavera de la Reina sección 02002;5787;3343;298;521;1506
4516502003 Talavera de la Reina sección 02003;6950;3481;312;546;2717
4516502004 Talavera de la Reina sección 02004;7386;4183;225;521;2635
4516502005 Talavera de la Reina sección 02005;5612;2672;264;463;1612
4516502006 Talavera de la Reina sección 02006;3537;2784;393;518;374
4516502007 Talavera de la Reina sección 02007;6399;3866;300;561;1546
4516502008 Talavera de la Reina sección 02008;6252;4223;249;467;2366
4516502009 Talavera de la Reina sección 02009;7855;5042;206;569;1553
4516502010 Talavera de la Reina sección 02010;9382;2277;217;481;2033
4516502011 Talavera de la Reina sección 02011;4643;3491;310;827;785
4516502012 Talavera de la Reina sección 02012;5248;3034;346;563;893
4516502013 Talavera de la Reina sección 02013;6677;4429;238;659;1537
4516502014 Talavera de la Reina sección 02014;8638;4839;218;319;1272
4516502015 Talavera de la Reina sección 02015;11966;2138;187;424;1944
4516502016 Talavera de la Reina sección 02016;8336;3042;270;420;1537
4516502017 Talavera de la Reina sección 02017;6930;5256;247;555;1828
4516502018 Talavera de la Reina sección 02018;9539;2969;264;383;2781
4516502019 Talavera de la Reina sección 02019;9911;2851;309;499;1340
4516502020 Talavera de la Reina sección 02020;9221;1879;243;423;1278
4516502021 Talavera de la Reina sección 02021;13828;567;183;519;1925
4516503 Talavera de la Reina distrito 03;6152;2374;353;471;946
4516503001 Talavera de la Reina sección 03001;5996;2643;392;531;1297
4516503002 Talavera de la Reina sección 03002;4505;3114;408;553;528
4516503003 Talavera de la Reina sección 03003;6137;2868;349;450;1326
4516503004 Talavera de la Reina sección 03004;5801;2335;370;423;846
4516503005 Talavera de la Reina sección 03005;4071;2092;435;447;551
4516503006 Talavera de la Reina sección 03006;4779;2792;323;487;735
4516503007 Talavera de la Reina sección 03007;4049;2066;444;574;404
4516503008 Talavera de la Reina sección 03008;7670;2549;343;466;1821
4516503009 Talavera de la Reina sección 03009;5295;3160;283;391;533
4516503010 Talavera de la Reina sección 03010;6197;2197;363;431;554
4516503011 Talavera de la Reina sección 03011;6336;2008;417;433;605
4516503012 Talavera de la Reina sección 03012;5155;2706;414;447;568
4516503013 Talavera de la Reina sección 03013;5820;2044;296;536;644
4516503014 Talavera de la Reina sección 03014;5969;2958;353;368;1640
4516503015 Talavera de la Reina sección 03015;5255;2125;383;484;499
4516503016 Talavera de la Reina sección 03016;7983;2470;303;483;1204
4516503017 Talavera de la Reina sección 03017;6312;1635;346;450;712
4516503018 Talavera de la Reina sección 03018;3868;2052;350;464;179
4516503019 Talavera de la Reina sección 03019;7413;3228;371;341;1378
4516503020 Talavera de la Reina sección 03020;6553;2081;319;461;740
4516503021 Talavera de la Reina sección 03021;5938;2504;372;435;729
4516503022 Talavera de la Reina sección 03022;11133;2126;222;541;2680
4516503023 Talavera de la Reina sección 03023;5280;2811;328;580;1137
4516503024 Talavera de la Reina sección 03024;6766;1160;383;479;905
4516504 Talavera de la Reina distrito 04;5656;1842;389;474;662
4516504001 Talavera de la Reina sección 04001;5353;2076;373;394;769
4516504002 Talavera de la Reina sección 04002;5575;1149;409;534;591
4516504003 Talavera de la Reina sección 04003;5844;1612;353;465;739
4516504004 Talavera de la Reina sección 04004;4090;2010;388;459;645
4516504005 Talavera de la Reina sección 04005;4570;2175;427;345;312
4516504006 Talavera de la Reina sección 04006;4258;2311;455;555;543
4516504007 Talavera de la Reina sección 04007;6331;2510;451;430;467
4516504008 Talavera de la Reina sección 04008;6924;1977;377;636;1051
4516504009 Talavera de la Reina sección 04009;7173;1194;299;379;616
06128 Talavera la Real;5459;1982;554;467;1468
0612801 Talavera la Real distrito 01;5459;1982;554;467;1468
0612801001 Talavera la Real sección 01001;5028;2678;443;533;2062
0612801002 Talavera la Real sección 01002;6539;1743;439;477;1300
0612801003 Talavera la Real sección 01003;4709;1800;728;513;1084
0612801004 Talavera la Real sección 01004;5514;2105;503;279;1999
10179 Talaveruela de la Vera;3142;4075;414;731;1552
1017901 Talaveruela de la Vera distrito 01;3142;4075;414;731;1552
1017901001 Talaveruela de la Vera sección 01001;3142;4075;414;731;1552
10180 Talayuela;4093;1507;651;548;1095
1018001 Talayuela distrito 01;4093;1507;651;548;1095
1018001001 Talayuela sección 01001;3681;1712;656;619;1126
1018001002 Talayuela sección 01002;4030;1508;601;551;1017
1018001004 Talayuela sección 01004;;;;;
1018001005 Talayuela sección 01005;4469;1352;699;492;1155
1018001006 Talayuela sección 01006;;;;;
16202 Talayuelas;5068;3417;201;558;1294
1620201 Talayuelas distrito 01;5068;3417;201;558;1294
1620201001 Talayuelas sección 01001;5068;3417;201;558;1294
12109 Tales;9705;2799;260;676;854
1210901 Tales distrito 01;9705;2799;260;676;854
1210901001 Tales sección 01001;9705;2799;260;676;854
06129 Táliga;3448;2545;575;661;1027
0612901 Táliga distrito 01;3448;2545;575;661;1027
0612901001 Táliga sección 01001;3448;2545;575;661;1027
17195 Tallada d'Empordà, La;9653;3597;187;605;4613
1719501 Tallada d'Empordà, La distrito 01;9653;3597;187;605;4613
1719501001 Tallada d'Empordà, La sección 01001;9653;3597;187;605;4613
42178 Talveila;5396;8302;266;953;1906
4217801 Talveila distrito 01;5396;8302;266;953;1906
4217801001 Talveila sección 01001;5396;8302;266;953;1906
19262 Tamajón;5127;7076;179;829;2062
1926201 Tamajón distrito 01;5127;7076;179;829;2062
1926201001 Tamajón sección 01001;5127;7076;179;829;2062
37316 Tamames;5763;3638;154;550;2654
3731601 Tamames distrito 01;5763;3638;154;550;2654
3731601001 Tamames sección 01001;5763;3638;154;550;2654
34180 Támara de Campos;;;;;
3418001 Támara de Campos distrito 01;;;;;
3418001001 Támara de Campos sección 01001;;;;;
22225 Tamarite de Litera;7504;3121;138;344;2347
2222501 Tamarite de Litera distrito 01;7504;3121;138;344;2347
2222501001 Tamarite de Litera sección 01001;8658;2985;134;330;2765
2222501002 Tamarite de Litera sección 01002;6550;3206;167;352;1519
2222501003 Tamarite de Litera sección 01003;6798;3237;110;358;2682
47162 Tamariz de Campos;;;;;
4716201 Tamariz de Campos distrito 01;;;;;
4716201001 Tamariz de Campos sección 01001;;;;;
09375 Tamarón;;;;;
0937501 Tamarón distrito 01;;;;;
0937501001 Tamarón sección 01001;;;;;
06130 Tamurejo;3528;2931;190;1110;1383
0613001 Tamurejo distrito 01;3528;2931;190;1110;1383
0613001001 Tamurejo sección 01001;3528;2931;190;1110;1383
38044 Tanque, El;5121;2007;510;400;789
3804401 Tanque, El distrito 01;5121;2007;510;400;789
3804401001 Tanque, El sección 01001;5475;1996;461;348;1013
3804401002 Tanque, El sección 01002;4753;2018;561;454;555
33070 Tapia de Casariego;6409;4241;219;726;1722
3307001 Tapia de Casariego distrito 01;6409;4241;219;726;1722
3307001001 Tapia de Casariego sección 01001;7016;4219;229;792;1477
3307001002 Tapia de Casariego sección 01002;6704;4443;214;676;1672
3307001003 Tapia de Casariego sección 01003;4629;4308;159;578;2213
3307001004 Tapia de Casariego sección 01004;5904;3940;254;753;2036
49216 Tapioles;4635;3805;71;619;4259
4921601 Tapioles distrito 01;4635;3805;71;619;4259
4921601001 Tapioles sección 01001;4635;3805;71;619;4259
08278 Taradell;10847;3072;223;700;2778
0827801 Taradell distrito 01;10847;3072;223;700;2778
0827801001 Taradell sección 01001;10055;3232;217;696;2847
0827801002 Taradell sección 01002;10674;2574;307;724;2526
0827801003 Taradell sección 01003;12453;3932;190;660;3434
0827801004 Taradell sección 01004;10765;2810;173;710;2514
19263 Taragudo;;;;;
