,business_status,name,rating,types,user_ratings_total,geometry.location.lat,geometry.location.lng,type,coddistsec,subtypes
871,OPERATIONAL,Gavines (par) - Les Escales,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.285077,-0.2820384,transporte,1916,transit_station
872,OPERATIONAL,Gavines - Entrada Ventura,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.2884189,-0.2839422,transporte,1916,transit_station
873,OPERATIONAL,Vicent Baldoví - Pintor Martí Girbés,2.6,"['transit_station', 'point_of_interest', 'establishment']",5.0,39.314085999999996,-0.3175394,transporte,1909,transit_station
874,OPERATIONAL,Carretera del Palmar (impar) - Cementeri,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.3214511,-0.3178361,transporte,1909,transit_station
875,OPERATIONAL,Guadalquivir - Karl Marx,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.430679,-0.376892,transporte,1901,transit_station
877,OPERATIONAL,Karl Marx - Guadalquivir,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.431084000000006,-0.3771,transporte,1901,transit_station
878,OPERATIONAL,Guadalquivir - Forn d'Alcedo,1.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.432175,-0.376438,transporte,1901,transit_station
879,OPERATIONAL,Real de Madrid - Hellín,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.433958600000004,-0.39112140000000006,transporte,1913,transit_station
880,OPERATIONAL,Real de Madrid - Concepción Arenal,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.434937,-0.390808,transporte,1913,transit_station
881,OPERATIONAL,Real de Madrid - Carretera d'Alba,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4348175,-0.3910385,transporte,1911,transit_station
882,OPERATIONAL,Camí vell Picassent - Tanatori Municipal,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4429448,-0.39794050000000003,transporte,0939,transit_station
883,OPERATIONAL,Real de Madrid - Algar del Palància,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4332955,-0.3916116,transporte,1911,transit_station
884,OPERATIONAL,Campos Crespo - Arquitecte Segura de Lago,5.0,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.4512131,-0.4026895,transporte,0835,transit_station
885,OPERATIONAL,José Andreu Alabarta - Mariano de Cavia,5.0,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.452580600000005,-0.4037437,transporte,0835,transit_station
886,OPERATIONAL,Camí vell Picassent - Acc. Cementeri,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.445778600000004,-0.39691609999999994,transporte,0939,transit_station
887,OPERATIONAL,José Andreu Alabarta - Professor Àngel Lacalle,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.454266700000005,-0.40477140000000006,transporte,0834,transit_station
888,OPERATIONAL,Camí nou de Picanya - Arquitecte Segura de Lago,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.456520000000005,-0.4038580000000001,transporte,0820,transit_station
889,OPERATIONAL,Arquitecte Segura de Lago - Prof. Àngel Lacalle,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.455231,-0.404095,transporte,0820,transit_station
890,OPERATIONAL,Arquitecte Segura de Lago - Dr. Rafael Bartual,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4535227,-0.4030876,transporte,0834,transit_station
892,OPERATIONAL,Albufera - Pl. de la Sequiota,4.0,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.310588200000005,-0.3176889,transporte,1909,transit_station
893,OPERATIONAL,Gavines - Entrada Filero,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.301964399999996,-0.2917895,transporte,1916,transit_station
894,OPERATIONAL,Gavines - Entrada Trenca Perols,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.30518319999999,-0.2946259,transporte,1916,transit_station
895,OPERATIONAL,Gavines - Sotavent,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.307562299999994,-0.2974163,transporte,1916,transit_station
897,OPERATIONAL,Gavines - Entrada a la Baixada del Pantà,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.2817895,-0.2801268,transporte,1916,transit_station
899,OPERATIONAL,Gavines - Front Entrada Ventura,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.288383200000006,-0.2837736,transporte,1916,transit_station
901,OPERATIONAL,Carrera del Riu - Montanyars,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.409791799999994,-0.33525920000000003,transporte,1907,transit_station
902,OPERATIONAL,Rotonda Carretera Montanyars - Pinedo,2.5,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.41949520000001,-0.3359741,transporte,1907,transit_station
903,OPERATIONAL,Carrera del Riu (impar) - Camping Valencia,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.3881583,-0.33150690000000005,transporte,1908,transit_station
904,OPERATIONAL,Carrera del Riu - Mossén Cuenca,4.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.421677,-0.340402,transporte,1906,transit_station
905,OPERATIONAL,el Tremolar - Camí Racó,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.421452,-0.345498,transporte,1905,transit_station
906,OPERATIONAL,Mare de Déu de Lepant (par) - Esc. F. Siurana,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4296473,-0.3634219,transporte,1904,transit_station
907,OPERATIONAL,Vicent Puchol - Carrera dels Bales,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.428242499999996,-0.3639715,transporte,1903,transit_station
908,OPERATIONAL,Vicent Puchol - Arbres,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4278532,-0.3639151,transporte,1904,transit_station
909,OPERATIONAL,Principal - El Caroig,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4324364,-0.3627071000000001,transporte,1902,transit_station
910,OPERATIONAL,Mossén Miguel Tarin (impar) - Carretera de Paterna,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.4971353,-0.4160532,transporte,1804,transit_station
911,OPERATIONAL,Mossén Miguel Tarin (par) - Carretera de Paterna,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.4976401,-0.4162416,transporte,1804,transit_station
912,OPERATIONAL,Mossén Miguel Tarin (par) - Miquel Agraït,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.498512,-0.4164,transporte,1804,transit_station
913,OPERATIONAL,Camí Nou de Paterna - Aldaia,4.0,"['transit_station', 'point_of_interest', 'establishment']",2.0,39.496779,-0.41786899999999993,transporte,1804,transit_station
915,OPERATIONAL,Fires - Senda del Polvorí,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.503160799999996,-0.4263946,transporte,1807,transit_station
916,OPERATIONAL,Fires - Fira de Mostres,3.7,"['transit_station', 'point_of_interest', 'establishment']",3.0,39.5036795,-0.42628359999999993,transporte,1807,transit_station
923,OPERATIONAL,Polvorí - Campament,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.5006583,-0.4251264,transporte,1807,transit_station
924,OPERATIONAL,Polvorí - Sinarques,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.500991799999994,-0.42522659999999995,transporte,1807,transit_station
925,OPERATIONAL,Polvorí - Cullera,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.502306700000005,-0.4263941,transporte,1807,transit_station
926,OPERATIONAL,Polvorí - Velòdrom Lluis Puig,0.0,"['transit_station', 'point_of_interest', 'establishment']",0.0,39.5016888,-0.42627259999999995,transporte,1807,transit_station
927,OPERATIONAL,Campament - Canonge Fenollera,5.0,"['transit_station', 'point_of_interest', 'establishment']",1.0,39.5006941,-0.42450190000000004,transporte,1808,transit_station
