,type,properties.coddistrit,properties.codsec,properties.coddistsec,geometry.type,geometry.coordinates
30,Feature,9,27,0927,Polygon,"[[[-0.384671907506043, 39.45257990980121], [-0.384960793854148, 39.451090953739964], [-0.387198168639065, 39.45138902654512], [-0.386885711283875, 39.45286844940875], [-0.384671907506043, 39.45257990980121]]]"
31,Feature,10,42,1042,Polygon,"[[[-0.341446231333129, 39.4514091727848], [-0.341334673800276, 39.45019943285212], [-0.341279946921031, 39.4495765692301], [-0.341190948375252, 39.44830878894408], [-0.341159386167699, 39.44774501381292], [-0.340941739868724, 39.44588870773643], [-0.340857430021368, 39.44501291749076], [-0.340705447155042, 39.44364459309411], [-0.340634097161756, 39.44328710703569], [-0.340639386349128, 39.44280527465853], [-0.340656535613328, 39.442355245194], [-0.340729702396894, 39.441978568933294], [-0.340907916076027, 39.441532235432746], [-0.336141141538264, 39.44068406256833], [-0.336162522286385, 39.440504385274636], [-0.33658993742347, 39.436915336321185], [-0.336630631267164, 39.436019931071264], [-0.336530288288279, 39.434977149420845], [-0.336420279184432, 39.433826044137476], [-0.336233473749203, 39.43187142178906], [-0.336038294354637, 39.427358205923845], [-0.336054603693964, 39.426340625262], [-0.336845808955185, 39.42636330853149], [-0.337642305425486, 39.42657078146516], [-0.346080506066041, 39.429534385606075], [-0.348960346781856, 39.43053717125399], [-0.346738219140695, 39.43404468717185], [-0.346653370516931, 39.43627685326272], [-0.346508934601535, 39.436561818381364], [-0.345902055142119, 39.43917389797084], [-0.353516284584358, 39.43982534201295], [-0.351710364437891, 39.441049895593], [-0.349235933843536, 39.44278154029591], [-0.349021176897047, 39.445091870343276], [-0.349067304723984, 39.44542625069113], [-0.349012755360676, 39.44575382336781], [-0.34893708573739, 39.44596830302053], [-0.348871098997033, 39.446137960243334], [-0.348578937118292, 39.44646910500862], [-0.348453328886603, 39.44665991976822], [-0.34828502233173, 39.44705695940932], [-0.34828997104814, 39.44715616929874], [-0.348207586774712, 39.4475281486586], [-0.34824613130984, 39.44764164052189], [-0.347973839427988, 39.44832908574224], [-0.347760249597343, 39.44859896541384], [-0.347596937462747, 39.448883508711674], [-0.347154563204548, 39.45037785011658], [-0.346055456379082, 39.44973558228508], [-0.346085001166221, 39.44893898074787], [-0.345840945278517, 39.44890186044876], [-0.344193008746907, 39.4489812193038], [-0.344045272478985, 39.44862649012774], [-0.343967079241755, 39.448620193564196], [-0.343196407186299, 39.44952142534434], [-0.341858032757217, 39.451103310656165], [-0.341446231333129, 39.4514091727848]]]"
32,Feature,9,21,0921,Polygon,"[[[-0.390008277756317, 39.45206477811406], [-0.390129796687141, 39.45143689264302], [-0.388856947251435, 39.45127316470454], [-0.389317151311459, 39.44922049327481], [-0.389793382542111, 39.44930326241117], [-0.389554832555773, 39.4505366116904], [-0.391073373531502, 39.45073287498603], [-0.391848723966441, 39.451052075394], [-0.390898231626427, 39.452427098529114], [-0.390008277756317, 39.45206477811406]]]"
33,Feature,10,33,1033,Polygon,"[[[-0.364966042163685, 39.451742818071416], [-0.364486503437713, 39.45107430174926], [-0.364946841636186, 39.45055772877306], [-0.365893743927094, 39.44936751809213], [-0.36651119755454, 39.44859324576691], [-0.367076505884432, 39.447930398208875], [-0.367862899486176, 39.44760588102213], [-0.368259147124501, 39.448191418277055], [-0.369041618888662, 39.44933973975148], [-0.367511274136047, 39.44999875483002], [-0.366763866577347, 39.450328657329315], [-0.366960710322594, 39.450616894512315], [-0.366386096490136, 39.45085161343767], [-0.366536480851008, 39.45106222369861], [-0.364966042163685, 39.451742818071416]]]"
34,Feature,10,50,1050,Polygon,"[[[-0.373425639582093, 39.451028971386336], [-0.372108221128494, 39.45160727653042], [-0.371604365397511, 39.45088869114979], [-0.370984699263429, 39.45000532529388], [-0.372227554640151, 39.44949741673203], [-0.372320508245597, 39.449458979327915], [-0.373282659981962, 39.450814032986116], [-0.373425639582093, 39.451028971386336]]]"
35,Feature,11,46,1146,Polygon,"[[[-0.333119147504592, 39.45033948381719], [-0.333331068609963, 39.44960113068983], [-0.332783265709753, 39.44951194850043], [-0.332437480143415, 39.44940038756269], [-0.332181549520929, 39.44923684106401], [-0.331958704710663, 39.448929914054666], [-0.331497801521049, 39.44850489416547], [-0.33175053761122, 39.44827648358079], [-0.332287649894458, 39.44777084060496], [-0.333035051443581, 39.44807182306148], [-0.333549854503877, 39.4481692539648], [-0.334858307264234, 39.448384035490115], [-0.335282427193018, 39.44840279777243], [-0.335609191667781, 39.4484418422149], [-0.335426352305143, 39.44944662812871], [-0.335228513214608, 39.45065376772733], [-0.333119147504592, 39.45033948381719]]]"
36,Feature,10,38,1038,Polygon,"[[[-0.368441409566566, 39.451353122887866], [-0.367511274136047, 39.44999875483002], [-0.369041618888662, 39.44933973975148], [-0.369961628977327, 39.45069386655163], [-0.368557207634958, 39.45130619712018], [-0.368441409566566, 39.451353122887866]]]"
37,Feature,9,18,0918,Polygon,"[[[-0.393499312193859, 39.45171972774419], [-0.391848723966441, 39.451052075394], [-0.392678872645716, 39.44984551077332], [-0.389793382542111, 39.44930326241117], [-0.389317151311459, 39.44922049327481], [-0.389612795515118, 39.44772266760802], [-0.392097857731939, 39.4476478406159], [-0.392983349835061, 39.44762266695135], [-0.39421894105159, 39.44753777221522], [-0.395567825556794, 39.44754999601235], [-0.396143134159441, 39.4475854113836], [-0.396063565090879, 39.447966501988965], [-0.394746912781006, 39.44987387897356], [-0.393499312193859, 39.45171972774419]]]"
38,Feature,9,29,0929,Polygon,"[[[-0.388795654444443, 39.451591599192405], [-0.387198168639065, 39.45138902654512], [-0.384960793854148, 39.451090953739964], [-0.385237711328139, 39.4496692931715], [-0.385559487262638, 39.44852340895988], [-0.388104257930603, 39.449008555896405], [-0.389317151311459, 39.44922049327481], [-0.388856947251435, 39.45127316470454], [-0.388795654444443, 39.451591599192405]]]"
39,Feature,8,39,0839,Polygon,"[[[-0.404661571579917, 39.451149779892006], [-0.403355997822028, 39.45172870526373], [-0.402813006263698, 39.45084271714521], [-0.403785648026276, 39.449959069376305], [-0.404661571579917, 39.451149779892006]]]"
40,Feature,10,25,1025,Polygon,"[[[-0.382293916536031, 39.451188557896565], [-0.378948498674617, 39.450865401636946], [-0.379392879455432, 39.44908718140595], [-0.382810141023807, 39.449506535101804], [-0.382293916536031, 39.451188557896565]]]"
41,Feature,10,27,1027,Polygon,"[[[-0.374305496337421, 39.450382207290225], [-0.373282659981962, 39.450814032986116], [-0.372320508245597, 39.449458979327915], [-0.373379780607093, 39.44902348123897], [-0.374079837729963, 39.45004828737358], [-0.374305496337421, 39.450382207290225]]]"
42,Feature,10,51,1051,Polygon,"[[[-0.376820975153528, 39.45058316305608], [-0.376263141537234, 39.450372375207394], [-0.37594187155859, 39.45030205894795], [-0.375714302774419, 39.45026989319783], [-0.375402233067182, 39.45024482713617], [-0.375010457318267, 39.450195437671496], [-0.374079837729963, 39.45004828737358], [-0.373379780607093, 39.44902348123897], [-0.373743432655338, 39.44887404735846], [-0.374002819247629, 39.44759615821588], [-0.37401142897755, 39.44756031765943], [-0.37470117094135, 39.447661486882076], [-0.375248481740734, 39.44774592156445], [-0.375847193060021, 39.447854036452824], [-0.376261133749736, 39.44818319584408], [-0.376356988498006, 39.44860877302638], [-0.379392879455432, 39.44908718140595], [-0.378948498674617, 39.450865401636946], [-0.376820975153528, 39.45058316305608]]]"
43,Feature,9,20,0920,Polygon,"[[[-0.391073373531502, 39.45073287498603], [-0.389554832555773, 39.4505366116904], [-0.389793382542111, 39.44930326241117], [-0.392678872645716, 39.44984551077332], [-0.391848723966441, 39.451052075394], [-0.391073373531502, 39.45073287498603]]]"
44,Feature,10,43,1043,Polygon,"[[[-0.370984699263429, 39.45000532529388], [-0.370968130997592, 39.44998242847698], [-0.370536247354055, 39.449378076525505], [-0.36950156360267, 39.44786820881656], [-0.369414997986091, 39.44771760419437], [-0.370628459371588, 39.44721805582838], [-0.372227554640151, 39.44949741673203], [-0.370984699263429, 39.45000532529388]]]"
45,Feature,10,39,1039,Polygon,"[[[-0.372320508245597, 39.449458979327915], [-0.372227554640151, 39.44949741673203], [-0.370628459371588, 39.44721805582838], [-0.369414997986091, 39.44771760419437], [-0.36934573133958, 39.447589913103556], [-0.369122097203153, 39.447183959110305], [-0.368963286362877, 39.44611732698538], [-0.369027216349764, 39.44546113336344], [-0.369426740497832, 39.44220001875009], [-0.369514829210018, 39.44148132962148], [-0.369540946451454, 39.44127022012017], [-0.370173741520484, 39.43551907369627], [-0.378091576960116, 39.4363015636158], [-0.382072141045553, 39.436688589938115], [-0.385125011862506, 39.43699154876897], [-0.387155068200683, 39.43719035726011], [-0.38492538089938, 39.443540792238494], [-0.384895075057194, 39.4435356057969], [-0.38486058422953, 39.44352582076448], [-0.380248647069514, 39.4425751254172], [-0.380137710759345, 39.442532085831935], [-0.379741265739271, 39.44392399440214], [-0.380118292089083, 39.44539191960214], [-0.380228911960549, 39.44616016065693], [-0.379921205436053, 39.44723878154838], [-0.377754394344731, 39.44707729302413], [-0.37721607112595, 39.446830914893525], [-0.376987704806415, 39.446569009629535], [-0.374252312472317, 39.4460207547699], [-0.374111546391305, 39.446017573742196], [-0.37401142897755, 39.44756031765943], [-0.374002819247629, 39.44759615821588], [-0.373743432655338, 39.44887404735846], [-0.373379780607093, 39.44902348123897], [-0.372320508245597, 39.449458979327915]]]"
46,Feature,10,29,1029,Polygon,"[[[-0.382810141023807, 39.449506535101804], [-0.379392879455432, 39.44908718140595], [-0.379921205436053, 39.44723878154838], [-0.380228911960549, 39.44616016065693], [-0.380118292089083, 39.44539191960214], [-0.379741265739271, 39.44392399440214], [-0.380137710759345, 39.442532085831935], [-0.380248647069514, 39.4425751254172], [-0.38486058422953, 39.44352582076448], [-0.384895075057194, 39.4435356057969], [-0.38492538089938, 39.443540792238494], [-0.383597803343464, 39.44728559016221], [-0.382810141023807, 39.449506535101804]]]"
47,Feature,11,48,1148,Polygon,"[[[-0.334858307264234, 39.448384035490115], [-0.333549854503877, 39.4481692539648], [-0.334224383091065, 39.44577490660048], [-0.334372979316702, 39.44562967904841], [-0.334411944819836, 39.44527472594228], [-0.334308141054816, 39.445083152175776], [-0.334398659193643, 39.44474740271198], [-0.335732955263208, 39.44494925775114], [-0.335547433825759, 39.446557574686196], [-0.33546621283765, 39.44741154698435], [-0.335282427193018, 39.44840279777243], [-0.334858307264234, 39.448384035490115]]]"
48,Feature,12,31,1231,Polygon,"[[[-0.341934638648703, 39.461780497787245], [-0.342255999708083, 39.46116175535476], [-0.342990546245122, 39.459705657728705], [-0.34413108112891, 39.46000656476752], [-0.343030017956638, 39.46223803294335], [-0.341934638648703, 39.461780497787245]]]"
49,Feature,11,44,1144,Polygon,"[[[-0.333035051443581, 39.44807182306148], [-0.332287649894458, 39.44777084060496], [-0.331930895479904, 39.44752839689901], [-0.331953402227554, 39.447452339830555], [-0.331047479545936, 39.44689094651677], [-0.330508200612791, 39.446274930607885], [-0.329125303807968, 39.44441876796172], [-0.333221018727743, 39.440121436182395], [-0.335675319760987, 39.434948489964775], [-0.336530288288279, 39.434977149420845], [-0.336630631267164, 39.436019931071264], [-0.33658993742347, 39.436915336321185], [-0.336162522286385, 39.440504385274636], [-0.336141141538264, 39.44068406256833], [-0.336132373188657, 39.44074241585756], [-0.336112822871256, 39.44075998331731], [-0.335974841995237, 39.442396346874034], [-0.335842705780521, 39.44395630407939], [-0.335740774276217, 39.44487736679324], [-0.335735984228039, 39.44492680528969], [-0.335732955263208, 39.44494925775114], [-0.334398659193643, 39.44474740271198], [-0.334308141054816, 39.445083152175776], [-0.334411944819836, 39.44527472594228], [-0.334372979316702, 39.44562967904841], [-0.334224383091065, 39.44577490660048], [-0.333549854503877, 39.4481692539648], [-0.333035051443581, 39.44807182306148]]]"
50,Feature,10,48,1048,Polygon,"[[[-0.379392879455432, 39.44908718140595], [-0.376356988498006, 39.44860877302638], [-0.376261133749736, 39.44818319584408], [-0.375847193060021, 39.447854036452824], [-0.375248481740734, 39.44774592156445], [-0.37470117094135, 39.447661486882076], [-0.37401142897755, 39.44756031765943], [-0.374111546391305, 39.446017573742196], [-0.374252312472317, 39.4460207547699], [-0.376987704806415, 39.446569009629535], [-0.37721607112595, 39.446830914893525], [-0.377754394344731, 39.44707729302413], [-0.379921205436053, 39.44723878154838], [-0.379392879455432, 39.44908718140595]]]"
51,Feature,9,28,0928,Polygon,"[[[-0.389317151311459, 39.44922049327481], [-0.388104257930603, 39.449008555896405], [-0.385559487262638, 39.44852340895988], [-0.38581617935237, 39.44783550761701], [-0.389612795515118, 39.44772266760802], [-0.389317151311459, 39.44922049327481]]]"
52,Feature,10,54,1054,Polygon,"[[[-0.334591062913787, 39.4547786690854], [-0.334893059956737, 39.45383067755959], [-0.334905531482538, 39.45262828478079], [-0.335228513214608, 39.45065376772733], [-0.335426352305143, 39.44944662812871], [-0.335609191667781, 39.4484418422149], [-0.335282427193018, 39.44840279777243], [-0.33546621283765, 39.44741154698435], [-0.335547433825759, 39.446557574686196], [-0.335732955263208, 39.44494925775114], [-0.335735984228039, 39.44492680528969], [-0.335740774276217, 39.44487736679324], [-0.335842705780521, 39.44395630407939], [-0.335974841995237, 39.442396346874034], [-0.336112822871256, 39.44075998331731], [-0.336132373188657, 39.44074241585756], [-0.336141141538264, 39.44068406256833], [-0.340907916076027, 39.441532235432746], [-0.340729702396894, 39.441978568933294], [-0.340656535613328, 39.442355245194], [-0.340639386349128, 39.44280527465853], [-0.340634097161756, 39.44328710703569], [-0.340705447155042, 39.44364459309411], [-0.340857430021368, 39.44501291749076], [-0.340941739868724, 39.44588870773643], [-0.341159386167699, 39.44774501381292], [-0.341190948375252, 39.44830878894408], [-0.341279946921031, 39.4495765692301], [-0.341334673800276, 39.45019943285212], [-0.341446231333129, 39.4514091727848], [-0.341858032757217, 39.451103310656165], [-0.343196407186299, 39.44952142534434], [-0.343967079241755, 39.448620193564196], [-0.344045272478985, 39.44862649012774], [-0.344193008746907, 39.4489812193038], [-0.345840945278517, 39.44890186044876], [-0.346085001166221, 39.44893898074787], [-0.346055456379082, 39.44973558228508], [-0.347154563204548, 39.45037785011658], [-0.347776313408503, 39.45073891951276], [-0.347928043476051, 39.4512378749752], [-0.348258496259616, 39.451448134339614], [-0.347977708516079, 39.451842599911934], [-0.348401557898017, 39.452041482807815], [-0.348192568782235, 39.45226642482491], [-0.34708150543893, 39.45195721965238], [-0.346821630755956, 39.452221534018236], [-0.346604819321227, 39.45244178988217], [-0.345567269630736, 39.45403961233277], [-0.34485369977403, 39.453915161311095], [-0.343810050135444, 39.45381917641191], [-0.343014053876077, 39.45381894794261], [-0.341404355707313, 39.45409283707265], [-0.339305133744939, 39.45432844062394], [-0.33730984556635, 39.454561890122456], [-0.334663800060209, 39.454775837452644], [-0.334591062913787, 39.4547786690854]]]"
53,Feature,10,18,1018,Polygon,"[[[-0.370707735645449, 39.45533675787907], [-0.369855709362712, 39.45556972041657], [-0.367305303883263, 39.455039001736125], [-0.368524946047721, 39.45449457254056], [-0.368027893329254, 39.45359595057519], [-0.368868861752007, 39.4533086983001], [-0.368900377439477, 39.453358960195686], [-0.370808119554311, 39.45338412554268], [-0.371348343768348, 39.453175633160676], [-0.371503794574862, 39.45358004025734], [-0.37150278750592, 39.454899802836536], [-0.370707735645449, 39.45533675787907]]]"
54,Feature,10,21,1021,Polygon,"[[[-0.371450497493562, 39.45549770332506], [-0.37150278750592, 39.454899802836536], [-0.373542150006583, 39.45366667229151], [-0.373562173239063, 39.45369415121775], [-0.374729982347323, 39.45539617421919], [-0.374154463286769, 39.455635415356596], [-0.37402253335284, 39.45541622328431], [-0.371450497493562, 39.45549770332506]]]"
55,Feature,10,35,1035,Polygon,"[[[-0.367305303883263, 39.455039001736125], [-0.367222669553344, 39.455073164490656], [-0.367122279282188, 39.455115933622096], [-0.36537780737077, 39.45264852818512], [-0.368441409566566, 39.451353122887866], [-0.368557207634958, 39.45130619712018], [-0.36918671506117, 39.452216824865026], [-0.36836966863036, 39.452563178367264], [-0.368868861752007, 39.4533086983001], [-0.368027893329254, 39.45359595057519], [-0.368524946047721, 39.45449457254056], [-0.367305303883263, 39.455039001736125]]]"
56,Feature,9,13,0913,Polygon,"[[[-0.391269788511624, 39.45502096166784], [-0.390863747407827, 39.45562444198285], [-0.387751971207491, 39.45419420066897], [-0.387987268119673, 39.45388418288993], [-0.389646950799149, 39.45436741430576], [-0.391269788511624, 39.45502096166784]]]"
57,Feature,10,17,1017,Polygon,"[[[-0.37150278750592, 39.454899802836536], [-0.371503794574862, 39.45358004025734], [-0.371348343768348, 39.453175633160676], [-0.37112739490562, 39.45229227887644], [-0.371604365397511, 39.45088869114979], [-0.372108221128494, 39.45160727653042], [-0.372379185735839, 39.45199177301777], [-0.373419581212893, 39.45348823058089], [-0.373542150006583, 39.45366667229151], [-0.37150278750592, 39.454899802836536]]]"
58,Feature,9,25,0925,Polygon,"[[[-0.381238918735626, 39.45462866159628], [-0.38167753489675, 39.45319714151625], [-0.382293916536031, 39.451188557896565], [-0.382810141023807, 39.449506535101804], [-0.383597803343464, 39.44728559016221], [-0.38581617935237, 39.44783550761701], [-0.385559487262638, 39.44852340895988], [-0.385237711328139, 39.4496692931715], [-0.384960793854148, 39.451090953739964], [-0.384671907506043, 39.45257990980121], [-0.384472384307422, 39.45354386273617], [-0.384162929578536, 39.45501884080243], [-0.381238918735626, 39.45462866159628]]]"
59,Feature,8,34,0834,Polygon,"[[[-0.402581852710291, 39.45485096576142], [-0.40218309870163, 39.454616831823934], [-0.401636206182311, 39.45364066343705], [-0.40400600666521, 39.45278374433558], [-0.405002725525682, 39.45441858122624], [-0.402614625903777, 39.45529763327101], [-0.402581852710291, 39.45485096576142]]]"
60,Feature,9,14,0914,Polygon,"[[[-0.391269788511624, 39.45502096166784], [-0.389646950799149, 39.45436741430576], [-0.390077119823103, 39.453701418626075], [-0.391709434156412, 39.45437319028243], [-0.391269788511624, 39.45502096166784]]]"
61,Feature,9,16,0916,Polygon,"[[[-0.387245463024033, 39.45488099302716], [-0.386968718948993, 39.45472612502187], [-0.385535234314964, 39.45378849734956], [-0.384472384307422, 39.45354386273617], [-0.384671907506043, 39.45257990980121], [-0.386885711283875, 39.45286844940875], [-0.387739373698579, 39.452977731934105], [-0.388502196545803, 39.45316604565616], [-0.387987268119673, 39.45388418288993], [-0.387751971207491, 39.45419420066897], [-0.387245463024033, 39.45488099302716]]]"
62,Feature,8,21,0821,Polygon,"[[[-0.405547212677358, 39.45524603511898], [-0.405002725525682, 39.45441858122624], [-0.40400600666521, 39.45278374433558], [-0.403355997822028, 39.45172870526373], [-0.404661571579917, 39.451149779892006], [-0.403785648026276, 39.449959069376305], [-0.404043241462791, 39.44955492440847], [-0.405210303690512, 39.44832426474424], [-0.405853574238832, 39.44764495030945], [-0.409208590991852, 39.45230981095977], [-0.407289663145784, 39.45391559737147], [-0.405547212677358, 39.45524603511898]]]"
63,Feature,11,45,1145,Polygon,"[[[-0.333414868874416, 39.45258048219824], [-0.332515202465022, 39.45244266310176], [-0.331609986110624, 39.453286673810034], [-0.327098762432363, 39.44822783782678], [-0.327349636861175, 39.446283202658954], [-0.329125303807968, 39.44441876796172], [-0.330508200612791, 39.446274930607885], [-0.331047479545936, 39.44689094651677], [-0.331953402227554, 39.447452339830555], [-0.331930895479904, 39.44752839689901], [-0.332287649894458, 39.44777084060496], [-0.33175053761122, 39.44827648358079], [-0.331497801521049, 39.44850489416547], [-0.331958704710663, 39.448929914054666], [-0.332181549520929, 39.44923684106401], [-0.332437480143415, 39.44940038756269], [-0.332783265709753, 39.44951194850043], [-0.333331068609963, 39.44960113068983], [-0.333119147504592, 39.45033948381719], [-0.332724011676968, 39.451767301171905], [-0.333605739626522, 39.451918219476454], [-0.333414868874416, 39.45258048219824]]]"
